Family,Genus,SpecificEpithet,SubspecificEpithet,InfraspecificEpithet,InfraspecificRank,Authorship
Nymphalidae,Erebia,pronoe,,,,"(Esper, 1780)"
Nymphalidae,Erebia,reichlini,,,,"Herrich-Sch\u00e4ffer, 1860"
Nymphalidae,Erebia,styx,,,,"(Freyer, 1834)"
Nymphalidae,Erebia,sudetica,,,,"Staudinger, 1861"
Nymphalidae,Erebia,triaria,,,,"(Prunner, 1798)"
Nymphalidae,Erebia,tyndarus,,,,"(Esper, 1781)"
Noctuidae,Eremobia,ochroleuca,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Eremodrina,gilva,,,,"(Donzel, 1837)"
Lasiocampidae,Eriogaster,arbusculae,,,,"Freyer, 1849"
Lasiocampidae,Eriogaster,catax,,,,"(Linnaeus, 1758)"
Lasiocampidae,Eriogaster,lanestris,,,,"(Linnaeus, 1758)"
Lasiocampidae,Eriogaster,rimicola,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Eriopygodes,imbecilla,,,,"(Fabricius, 1794)"
Hesperiidae,Erynnis,marloyi,,,,"(Boisduval, [1834])"
Hesperiidae,Erynnis,tages,,,,"(Linnaeus, 1758)"
Noctuidae,Eublemma,candidana,,,,"Fabricius, 1794"
Noctuidae,Eublemma,minutata,,,,"(Fabricius, 1794)"
Noctuidae,Eublemma,noctualis,,,,"(H\u00fcbner, 1796)"
Noctuidae,Eublemma,ostrina,,,,"(H\u00fcbner, 1808)"
Noctuidae,Eublemma,parva,,,,"(H\u00fcbner, 1808)"
Noctuidae,Eublemma,purpurina,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Eucarta,amethystina,,,,"(H\u00fcbner, 1803)"
Noctuidae,Eucarta,virgo,spencei,,,"(Boisduval, 1840)"
Noctuidae,Euchalcia,modesta,,,,"H\u00fcbner, 1786"
Noctuidae,Euchalcia,modestoides,,,,"Poole, 1989"
Noctuidae,Euchalcia,variabilis,,,,"(Piller, 1783)"
Pieridae,Euchloe,ausonia,,,,"(H\u00fcbner, 1804)"
Pieridae,Euchloe,bazae,,,,"Fabiano, 1993"
Pieridae,Euchloe,belemia,,,,"(Esper, 1800)"
Pieridae,Euchloe,charlonia,,,,"(Donzel, 1842)"
Pieridae,Euchloe,crameri,,,,"Butler, 1869"
Pieridae,Euchloe,daphalis,,,,"(Moore, 1865)"
Pieridae,Euchloe,falloui,,,,"(Allard, 1867)"
Pieridae,Euchloe,insularis,,,,"(Staundinger, 1861)"
Pieridae,Euchloe,lessei,,,,"Bernardi, 1957"
Pieridae,Euchloe,lucilla,,,,"Butler, 1886"
Pieridae,Euchloe,naina,,,,"Kozhanchikov,1923"
Pieridae,Euchloe,orientalis,,,,"(Bremer, 1864)"
Pieridae,Euchloe,penia,,,,"(Freyer, 1852)"
Pieridae,Euchloe,pulverata,,,,"(Christoph, 1884)"
Pieridae,Euchloe,simplonia,,,,"(Freyer, 1829)"
Pieridae,Euchloe,tagis,,,,"(H\u00fcbner, [1803-1804])"
Pieridae,Euchloe,tomyris,,,,"(Christoph, 1884)"
Pieridae,Euchloe,transcaspica,,,,"(Staudinger, [1892])"
Geometridae,Euchoeca,nebulata,,,,"(Scopoli, 1763)"
Noctuidae,Euclidia,glyphica,,,,"(Linnaeus, 1758)"
Noctuidae,Eugnorisma,depuncta,,,,"(Linnaeus, 1761)"
Noctuidae,Eugraphe,sigma,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Eulithis,mellinata,,,,"(Fabricius, 1787)"
Geometridae,Eulithis,populata,,,,"(Linnaeus, 1758)"
Geometridae,Eulithis,prunata,,,,"(Linnaeus, 1758)"
Geometridae,Eulithis,pyraliata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Eulithis,testata,,,,"(Linnaeus, 1758)"
Psychidae,Eumasia,parietariella,,,,"(Heydenreich, 1851)"
Lycaenidae,Eumedonia,chiron,,,,"(Rottemburg, 1775)"
Lycaenidae,Eumedonia,eumedon,,,,"(Esper, 1780)"
Noctuidae,Eumichtis,lichenea,,,,"(H\u00fcbner, 1813)"
Nymphalidae,Euphydryas,aurinia,,,,"(Rottemburg, 1775)"
Nymphalidae,Euphydryas,aurinia,,,,"(Rottemburg, 1775)"
Nymphalidae,Euphydryas,aurinia,aurinia,,,"(Rottemburg, 1775)"
Nymphalidae,Euphydryas,aurinia,debilis,,,"(Oberth\u00fcr, 1909)"
Nymphalidae,Euphydryas,aurinia,debilis,,,"(Oberth\u00fcr, 1909)"
Nymphalidae,Euphydryas,cynthia,,,,"(Denis & Schifferm\u00fcller, 1775)"
Nymphalidae,Euphydryas,glaciegenita,,,,"(Verity, 1828)"
Nymphalidae,Euphydryas,intermedia,,,,"(M\u00e9n\u00e9tri\u00e9s, 1859)"
Nymphalidae,Euphydryas,maturna,,,,"(Linnaeus, 1758)"
Nymphalidae,Euphydryas,merope,,,,"(Prunner, 1798)"
Geometridae,Euphyia,adumbraria,,,,"(Herrich-Sch\u00e4ffer, 1832)"
Geometridae,Euphyia,biangulata,,,,"(Haworth, 1809)"
Geometridae,Euphyia,frustata,,,,"(Treitschke, 1828)"
Geometridae,Euphyia,scripturata,,,,"(H\u00fcbner, 1799)"
Geometridae,Euphyia,unangulata,,,,"(Haworth, 1809)"
Geometridae,Eupithecia,abbreviata,,,,"Stephens, 1831"
Geometridae,Eupithecia,abietaria,,,,"(Goeze, 1781)"
Geometridae,Eupithecia,absinthiata,,,,"(Clerck, 1759)"
Geometridae,Eupithecia,actaeata,,,,"Walderdorff, 1869"
Geometridae,Eupithecia,alliaria,,,,"Staudinger, 1870"
Geometridae,Eupithecia,analoga,,,,"Djakonov, 1926"
Geometridae,Eupithecia,assimilata,,,,"Doubleday, 1856"
Geometridae,Eupithecia,bilunulata,,,,"(Zetterstedt, 1839)"
Geometridae,Eupithecia,breviculata,,,,"(Donzel, 1837)"
Geometridae,Eupithecia,carpophagata,,,,"Staudinger, 1871"
Geometridae,Eupithecia,catharinae,,,,"Vojnits, 1969"
Geometridae,Eupithecia,cauchiata,,,,"(Duponchel, 1831)"
Geometridae,Eupithecia,centaureata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Eupithecia,conterminata,,,,"(Lienig & Zeller, 1846)"
Geometridae,Eupithecia,cretaceata,fenestrata,,,"(Milli\u00e8re, 1874)"
Geometridae,Eupithecia,denotata,,,,"(H\u00fcbner, 1813)"
Geometridae,Eupithecia,denticulata,,,,"(Treitschke, 1828)"
Geometridae,Eupithecia,dissertata,,,,"(P\u00fcngeler, 1905)"
Geometridae,Eupithecia,distinctaria,,,,"Herrich-Sch\u00e4ffer, 1848"
Geometridae,Eupithecia,dodoneata,,,,"Guen\u00e9e, 1857"
Geometridae,Eupithecia,egenaria,,,,"Herrich-Sch\u00e4ffer, 1848"
Geometridae,Eupithecia,ericeata,,,,"(Rambur, 1833)"
Geometridae,Eupithecia,euphrasiata,,,,"(Herrich-Sch\u00e4ffer, 1861)"
Geometridae,Eupithecia,exiguata,,,,"(H\u00fcbner, 1813)"
Geometridae,Eupithecia,expallidata,,,,"Doubleday, 1856"
Geometridae,Eupithecia,extraversaria,,,,"Herrich-Sch\u00e4ffer, 1852"
Geometridae,Eupithecia,gemellata,,,,"Herrich-Sch\u00e4ffer, 1861"
Geometridae,Eupithecia,graphata,setaceata,,,"(Dietze, 1900)"
Geometridae,Eupithecia,gueneata,,,,"Milli\u00e8re, 1862"
Geometridae,Eupithecia,haworthiata,,,,"Doubleday, 1856"
Geometridae,Eupithecia,icterata,,,,"(Villers, 1789)"
Geometridae,Eupithecia,immundata,,,,"(Lienig & Zeller, 1846)"
Geometridae,Eupithecia,impurata,,,,"(H\u00fcbner, 1813)"
Geometridae,Eupithecia,indigata,,,,"(H\u00fcbner, 1813)"
Geometridae,Eupithecia,innotata,,,,"(Hufnagel, 1767)"
Geometridae,Eupithecia,insigniata,,,,"(H\u00fcbner, 1790)"
Geometridae,Eupithecia,intricata,,,,"(Zetterstedt, 1839)"
Geometridae,Eupithecia,inturbata,,,,"(H\u00fcbner, 1817)"
Geometridae,Eupithecia,irriguata,,,,"(H\u00fcbner, 1813)"
Geometridae,Eupithecia,lanceata,,,,"(H\u00fcbner, 1825)"
Geometridae,Eupithecia,laquaearia,,,,"Herrich-Sch\u00e4ffer, 1848"
Geometridae,Eupithecia,lariciata,,,,"(Freyer, 1842)"
Geometridae,Eupithecia,linariata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Eupithecia,millefoliata,,,,"R\u00f6ssler, 1866"
Geometridae,Eupithecia,nanata,,,,"(H\u00fcbner, 1813)"
Geometridae,Eupithecia,ochridata,,,,"Sch\u00fctze & Pinker, 1968"
Geometridae,Eupithecia,orphnata,,,,"W. Petersen, 1909"
Geometridae,Eupithecia,oxycedrata,,,,"(Rambur, 1833)"
Geometridae,Eupithecia,pauxillaria,,,,"Boisduval, 1840"
Geometridae,Eupithecia,pernotata,,,,"Guen\u00e9e, 1857"
Geometridae,Eupithecia,phoeniceata,,,,"(Rambur, 1834)"
Geometridae,Eupithecia,pimpinellata,,,,"(H\u00fcbner, 1813)"
Geometridae,Eupithecia,plumbeolata,,,,"(Haworth, 1809)"
Geometridae,Eupithecia,pulchellata,,,,"Stephens, 1831"
Geometridae,Eupithecia,pusillata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Eupithecia,pygmaeata,,,,"(H\u00fcbner, 1799)"
Geometridae,Eupithecia,pyreneata,,,,"Mabille, 1871"
Geometridae,Eupithecia,satyrata,,,,"(H\u00fcbner, 1813)"
Geometridae,Eupithecia,schiefereri,,,,"Bohatsch, 1893"
Geometridae,Eupithecia,selinata,,,,"Herrich-Sch\u00e4ffer, 1861"
Geometridae,Eupithecia,semigraphata,,,,"Bruand, 1850"
Geometridae,Eupithecia,silenata,,,,"Assman, 1849"
Geometridae,Eupithecia,silenicolata,,,,"Milli\u00e8re, 1867"
Geometridae,Eupithecia,simpliciata,,,,"(Haworth, 1809)"
Geometridae,Eupithecia,sinuosaria,,,,"(Eversmann, 1848)"
Geometridae,Eupithecia,subfuscata,,,,"(Haworth, 1809)"
Geometridae,Eupithecia,subumbrata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Geometridae,Eupithecia,succenturiata,,,,"(Linnaeus, 1758)"
Geometridae,Eupithecia,tantillaria,,,,"Boisduval, 1840"
Geometridae,Eupithecia,tenuiata,,,,"(H\u00fcbner, 1813)"
Geometridae,Eupithecia,thalictrata,,,,"(P\u00fcngeler, 1902)"
Geometridae,Eupithecia,tripunctaria,,,,"Herrich-Sch\u00e4ffer, 1852"
Geometridae,Eupithecia,trisignaria,,,,"Herrich-Sch\u00e4ffer, 1848"
Geometridae,Eupithecia,undata,,,,"(Freyer, 1840)"
Geometridae,Eupithecia,valerianata,,,,"(H\u00fcbner, 1813)"
Geometridae,Eupithecia,venosata,,,,"(Fabricius, 1787)"
Geometridae,Eupithecia,veratraria,,,,"(Herrich-Sch\u00e4ffer, 1850)"
Geometridae,Eupithecia,virgaureata,,,,"Doubleday, 1861"
Geometridae,Eupithecia,vulgata,,,,"(Haworth, 1809)"
Arctiidae,Euplagia,quadripunctaria,,,,"(Poda, 1761)"
Noctuidae,Euplexia,lucipara,,,,"(Linnaeus, 1758)"
Lymantriidae,Euproctis,chrysorrhoea,,,,"(Linnaeus, 1758)"
Lymantriidae,Euproctis,similis,,,,"(Fuessly, 1775)"
Noctuidae,Eupsilia,transversa,,,,"(Hufnagel, 1766)"
Noctuidae,Eurois,occulta,,,,"(Linnaeus, 1758)"
Geometridae,Eurranthis,plummistaria,,,,"(de Villers, 1789)"
Geometridae,Eustroma,reticulata,,,,"(Denis & Schifferm\u00fcller, 1775)"
Euteliidae,Eutelia,adulatrix,,,,"(H\u00fcbner, 1813)"
Lasiocampidae,Euthrix,potatoria,,,,"(Linnaeus, 1758)"
Noctuidae,Euxoa,agricola,,,,"Boisduval, 1829"
Noctuidae,Euxoa,aquilina,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Euxoa,birivia,,,,"(Denis & Schifferm\u00fcller, 1775)"
Noctuidae,Euxoa,conspicua,,,,"(H\u00fcbner, 1824)"
Noctuidae,Euxoa,cos,,,,"(H\u00fcbner, 1824)"
Noctuidae,Euxoa,culminicola,,,,"(Staudinger, 1870)"
Noctuidae,Euxoa,cursoria,,,,"(Hufnagel, 1766)"
Noctuidae,Euxoa,decora,simulatrix,,,"(H\u00fcbner, 1824)"
Noctuidae,Euxoa,distinguenda,,,,"(Lederer, 1857)"
Noctuidae,Euxoa,eruta,,,,"(H\u00fcbner, 1817)"
Noctuidae,Euxoa,hastifera,,,,"Donzel, 1847"
Noctuidae,Euxoa,nigricans,,,,"(Linnaeus, 1761)"
Noctuidae,Euxoa,obelisca,,,,"(Denis & Schifferm\u00fcller, 1775)"
